,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
4088,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,4000396.0,2016
4089,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sierra Leone,694,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,2463.0,2016
4090,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovak Republic,703,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,56373.0,2016
4091,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,26335.0,2016
4092,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovenia,705,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,3370139.0,2016
4093,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,20328103.0,2016
4094,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,27140495.0,2016
4095,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,184412.0,2016
4096,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Syrian Arab Republic,760,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,325.0,2016
4097,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,772.0,2016
4098,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,3659465.0,2016
4099,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,99777.0,2016
4100,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Egypt,818,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,49619.0,2016
4101,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,13490.0,2016
4102,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,58771.0,2016
4103,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Serbia,892,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,12160.0,2016
4104,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,282387.0,2016
4105,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,24719.0,2016
4106,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,9208.0,2016
4107,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,30713.0,2016
4108,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,15642.0,2016
4109,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,9.0,2016
4110,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,101527.0,2016
4111,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,5708.0,2016
4112,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,67120.0,2016
4113,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,South Africa,710,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,19.0,2016
4114,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,9804.0,2016
4115,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,682.0,2016
4116,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,945.0,2016
4117,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,2304.0,2016
4118,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Cork and articles of cork,Harmonized System,HS,45,Tunisia,788,US$,USD,13916.0,2016
4119,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,90812.0,2016
4120,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,330.0,2016
4121,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,75412.0,2016
4122,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,14288.0,2016
4123,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,91.0,2016
4124,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,118.0,2016
4125,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,33.0,2016
4126,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,32.0,2016
4127,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,345.0,2016
4128,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",Harmonized System,HS,46,Tunisia,788,US$,USD,144.0,2016
4129,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,32291.0,2016
4130,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,3188.0,2016
4131,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,1521.0,2016
4132,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovak Republic,703,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,7130.0,2016
4133,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,161616.0,2016
4134,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,South Africa,710,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,36472.0,2016
4135,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,182205.0,2016
4136,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Suriname,740,Annual,A,Headgear and parts thereof,Harmonized System,HS,65,Tunisia,788,US$,USD,101.0,2016
4137,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,73633142.0,2016
4138,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,1431000.0,2016
4139,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,4142257.0,2016
4140,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,9007733.0,2016
4141,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,1130026.0,2016
4142,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,357.0,2016
4143,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,235.0,2016
4144,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Croatia,191,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,201777.0,2016
4145,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,7964106.0,2016
4146,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,2966820.0,2016
4147,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,24782.0,2016
4148,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,19388.0,2016
4149,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,164500.0,2016
4150,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,3391813.0,2016
4151,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,625013.0,2016
4152,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,4012319.0,2016
4153,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,5161054.0,2016
4154,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,7274480.0,2016
4155,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,1420015.0,2016
4156,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper and paperboard,Harmonized System,HS,47,Tunisia,788,US$,USD,22520743.0,2016
4157,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Tunisia,788,US$,USD,303325758.0,2016
4158,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Tunisia,788,US$,USD,2527637.0,2016
4159,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Andorra,020,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Tunisia,788,US$,USD,324.0,2016
4160,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Harmonized System,HS,48,Tunisia,788,US$,USD,838.0,2016
