,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
3578,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,135798.0,2013
3579,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belarus,112,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,2668.0,2013
3580,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,24252.0,2013
3581,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,189.0,2013
3582,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,57766867.0,2013
3583,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,2091890.0,2013
3584,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Costa Rica,188,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,52609.0,2013
3585,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,291552.0,2013
3586,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,441862.0,2013
3587,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Dominica,212,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,39.0,2013
3588,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Dominican Republic,214,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,33.0,2013
3589,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ethiopia,231,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,6252.0,2013
3590,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Estonia,233,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,22851.0,2013
3591,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,9812.0,2013
3592,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,2708757.0,2013
3593,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,11001481.0,2013
3594,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,456013.0,2013
3595,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,1111324.0,2013
3596,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,337341.0,2013
3597,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,2662383.0,2013
3598,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,20189.0,2013
3599,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iran,364,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,5758.0,2013
3600,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ireland,372,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,102722.0,2013
3601,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Israel,376,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,12582.0,2013
3602,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,11598608.0,2013
3603,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,903702.0,2013
3604,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,351751.0,2013
3605,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,3221289.0,2013
3606,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Kuwait, the State of",414,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,120501.0,2013
3607,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,71533.0,2013
3608,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Latvia,428,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,835.0,2013
3609,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lithuania,440,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,6215.0,2013
3610,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,3157738.0,2013
3611,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mauritius,480,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,9806.0,2013
3612,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,4956.0,2013
3613,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Moldova, Republic of",498,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,20500.0,2013
3614,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Oman,512,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,52.0,2013
3615,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,690611.0,2013
3616,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,New Zealand,554,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,9190.0,2013
3617,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Norway,578,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,58854.0,2013
3618,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Pakistan,586,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,4811.0,2013
3619,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Philippines,608,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,3190.0,2013
3620,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,185114.0,2013
3621,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,149630.0,2013
3622,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Qatar,634,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,444.0,2013
3623,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,73111.0,2013
3624,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,48722.0,2013
3625,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Saudi Arabia, Kingdom of",682,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,32886419.0,2013
3626,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Singapore,702,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,8496.0,2013
3627,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,474964.0,2013
3628,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovenia,705,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,659322.0,2013
3629,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,South Africa,710,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,25610.0,2013
3630,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,4975695.0,2013
3631,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,406069.0,2013
3632,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,79433.0,2013
3633,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Syrian Arab Republic,760,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,70617.0,2013
3634,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,424742.0,2013
3635,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,4534450.0,2013
3636,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Tunisia,788,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,10870.0,2013
3637,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,13583544.0,2013
3638,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,15697.0,2013
3639,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,846079.0,2013
3640,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,6164724.0,2013
3641,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Serbia,892,Annual,A,Miscellaneous articles of base metal,Harmonized System,HS,83,Egypt,818,US$,USD,3883.0,2013
3642,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovenia,705,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,529980.0,2013
3643,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,South Africa,710,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,2754578.0,2013
3644,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,31344217.0,2013
3645,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sudan,736,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,10516.0,2013
3646,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,8608607.0,2013
3647,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,213834.0,2013
3648,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Syrian Arab Republic,760,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,426945.0,2013
3649,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,231262617.0,2013
3650,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,9193174.0,2013
3651,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Tunisia,788,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,296707.0,2013
3652,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,51149493.0,2013
3653,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,5758496.0,2013
3654,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,North Macedonia,807,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,125500.0,2013
3655,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,3316627163.0,2013
3656,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Afghanistan,004,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,46471.0,2013
3657,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Albania,008,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,314772.0,2013
3658,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,6445918.0,2013
3659,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Azerbaijan,031,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,1526.0,2013
3660,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Argentina,032,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,545427.0,2013
3661,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,2659975.0,2013
3662,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,1561416.0,2013
3663,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Bahrain, Kingdom of",048,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,320.0,2013
3664,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,8789809.0,2013
3665,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bosnia and Herzegovina,070,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,388664.0,2013
3666,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,33966113.0,2013
3667,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belize,084,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,2748.0,2013
3668,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,224722.0,2013
3669,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belarus,112,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,7216513.0,2013
3670,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,3805591.0,2013
3671,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,166831.0,2013
3672,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,310942307.0,2013
3673,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,14745616.0,2013
3674,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Congo,178,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,22.0,2013
3675,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Croatia,191,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,1303582.0,2013
3676,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Cyprus,196,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,2475013.0,2013
3677,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,226981319.0,2013
3678,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,920712.0,2013
3679,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Dominica,212,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,11299.0,2013
3680,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Dominican Republic,214,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,1158.0,2013
3681,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Estonia,233,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,64773.0,2013
3682,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,1154986.0,2013
3683,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,30214442.0,2013
3684,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Djibouti,262,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,3217823.0,2013
3685,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",Harmonized System,HS,87,Egypt,818,US$,USD,547739867.0,2013
