,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,INDICATOR,COUNTERPART_AREA,Frequency,Reference Area,Indicator,Counterpart Reference Area
30,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2014-07,2014-07-01,308.838851,308.838851,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
31,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2014-08,2014-08-01,375.659349,375.659349,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
32,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2014-09,2014-09-01,508.676259,508.676259,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
33,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2014-10,2014-10-01,279.928088,279.928088,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
34,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2014-11,2014-11-01,284.471973,284.471973,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
35,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2014-12,2014-12-01,215.010928,215.010928,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
36,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2015-01,2015-01-01,224.317065,224.317065,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
37,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2015-02,2015-02-01,145.54501,145.54501,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
38,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2015-03,2015-03-01,177.102691,177.102691,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
39,monthly,IMF,DOT,Direction of Trade Statistics (DOTS),M.SS.TXG_FOB_USD.XR43,"Monthly – South Sudan – Goods, Value of Exports, Free on board (FOB), US Dollars – Emerging and Developing Countries, Millions",2015-04,2015-04-01,211.899134,211.899134,M,SS,TXG_FOB_USD,XR43,Monthly,South Sudan,"Goods, Value of Exports, Free on board (FOB), US Dollars",Emerging and Developing Countries
